result,nation,venue,venueCountry,date,name,yearOfBirth,sex,code,environment,discipline,wind
16.78,ISR,Lawrence,USA,2013-01-25,Annastasia Muchkaev,1991.0,Female,NR,Indoor,KUG,
16.12,ISV,Birmingham,USA,2020-02-23,Maia Campbell,1998.0,Female,NR,Indoor,KUG,
19.2,ITA,Genova,ITA,2002-02-16,Assunta Legnante,1978.0,Female,NR,Indoor,KUG,
15.42,IVB,Findlay,USA,2018-02-16,Trevia Gumbs,1996.0,Female,NR,Indoor,KUG,
19.52,JAM,Des Moines,USA,2023-04-26,Danniel Thomas-Dodd,1992.0,Female,NR,Indoor,KUG,
17.74,JOR,Air Force Academy,USA,1999-02-12,Nada Kawar,1975.0,Female,NR,Indoor,KUG,
17.46,JPN,Tianjin,CHN,2004-02-18,Chinatsu Mori,1980.0,Female,NR,Indoor,KUG,
18.69,KAZ,Moskva,RUS,1992-01-26,Yelena Baltabayeva,1962.0,Female,NR,Indoor,KUG,
17.56,KOR,Maebashi,JPN,1998-03-07,Lee Myung-Sun,1976.0,Female,NR,Indoor,KUG,
8.82,KUW,Hanoi,VIE,2009-10-31,Maryam Bashir Al-Mutabaghi,1990.0,Female,NR,Indoor,KUG,
18.29,LAT,Moskva,URS,1985-02-05,Skaidrite Baikova,1950.0,Female,NR,Indoor,KUG,
8.43,LBN,Hangzhou,CHN,2014-02-16,Krystel Saneh,1994.0,Female,NR,Indoor,KUG,
14.09,LBR,Boston,USA,2007-03-03,Tetee Kuyateh,1984.0,Female,NR,Indoor,KUG,
13.79,LIE,Ulm,GER,2024-01-13,Jule Insinna,2003.0,Female,NR,Indoor,KUG,
19.6,LTU,Gomel,URS,1984-02-25,Danguolé Urbikiené,1962.0,Female,NR,Indoor,KUG,
15.04,LUX,Luxembourg,LUX,2024-02-18,Stéphanie Krumlovsky,1995.0,Female,NR,Indoor,KUG,
12.31,MAC,Pattaya,THA,2005-11-15,Wong Kit Man,1988.0,Female,NR,Indoor,KUG,
18.52,MDA,Istanbul,TUR,2019-02-16,Dimitriana Bezede,1994.0,Female,NR,Indoor,KUG,
18.52,MDA,Istanbul,TUR,2019-02-16,Dimitriana Surdu,1994.0,Female,NR,Indoor,KUG,
15.6,MEX,Nampa,USA,2008-03-01,Rosario Sanchez,1988.0,Female,NR,Indoor,KUG,
14.33,MKD,Ann Arbor,USA,2002-01-26,Vesna Cadikovska,1980.0,Female,NR,Indoor,KUG,
13.13,MLT,Ann Arbor,USA,2024-02-16,Clare McNamara,2002.0,Female,NR,Indoor,KUG,
15.07,MNE,Istanbul,TUR,2017-02-12,Kristina Rakočević,1998.0,Female,NR,Indoor,KUG,
8.67,MON,Eaubonne,FRA,2004-12-12,Carine Cresto,1973.0,Female,NR,Indoor,KUG,
14.9,MTN,Aubière,FRA,2012-02-25,Binta Diagana,1976.0,Female,NR,Indoor,KUG,
20.31,NED,Apeldoorn,NED,2024-02-17,Jessica Schilder,1999.0,Female,NR,Indoor,KUG,
18.13,NGR,Flagstaff,USA,2006-02-04,Vivian Chukwuemeka,1975.0,Female,NR,Indoor,KUG,
17.25,NOR,Stange,NOR,1998-02-08,Katarina Hoff,1968.0,Female,NR,Indoor,KUG,
20.98,NZL,Zürich,SUI,2013-08-28,Valerie Adams,1984.0,Female,NR,Indoor,KUG,
9.87,OMA,Pattaya,THA,2006-02-12,Hamida Al-Habsi,1987.0,Female,NR,Indoor,KUG,
19.26,POL,Spala,POL,1999-02-21,Krystyna Zabawska,1968.0,Female,NR,Indoor,KUG,
20.43,POR,Beograd,SRB,2022-03-18,Auriol Dongmo,1990.0,Female,NR,Indoor,KUG,
9.82,QAT,Hanoi,VIE,2009-10-31,Salma Abdullah Al-Khaldi,1991.0,Female,NR,Indoor,KUG,
20.57,ROU,Bucureşti,ROU,1987-02-22,Mihaela Loghin,1952.0,Female,NR,Indoor,KUG,
22.14,RUS,Penza,URS,1987-02-07,Natalya Lisovskaya,1962.0,Female,NR,Indoor,KUG,
11.74,SEN,Bordeaux,FRA,2004-01-04,Aissatou Barry,1975.0,Female,NR,Indoor,KUG,
17.99,SGP,Pattaya,THA,2005-11-15,Zhang Guirong,1978.0,Female,NR,Indoor,KUG,
9.15,SKN,Lamoni,USA,2002-02-16,Natalie Cozier,,Female,NR,Indoor,KUG,
17.97,SLO,Ljubljana,SLO,1996-01-27,Natasha Erjavec,1968.0,Female,NR,Indoor,KUG,
9.63,SMR,Ancona,ITA,1996-01-21,Rita Laurenco,,Female,NR,Indoor,KUG,
18.39,SRB,Sofia,BUL,1998-01-31,Daniela Curovic,1974.0,Female,NR,Indoor,KUG,
18.75,SUI,Magglingen,SUI,1987-01-25,Ursula Stäheli,1957.0,Female,NR,Indoor,KUG,
15.79,SVK,Bratislava,TCH,1984-02-22,Gabriela Hanuláková,1957.0,Female,NR,Indoor,KUG,
19.3,SWE,Lincoln,USA,2023-02-04,Axelina Johansson,2000.0,Female,NR,Indoor,KUG,
11.8,SYR,Tehran,IRI,2007-02-22,Hiba Al-Omar,1990.0,Female,NR,Indoor,KUG,
16.17,THA,Tianjin,CHN,2005-03-01,Jutaporn Krasaeyan,1972.0,Female,NR,Indoor,KUG,
12.09,TKM,Ashgabat,TKM,2020-01-30,Irina Velihanova,1996.0,Female,NR,Indoor,KUG,
16.52,TPE,Hangzhou,CHN,2014-02-15,Lin Chia-Ying,1982.0,Female,NR,Indoor,KUG,
19.48,TTO,Blacksburg,USA,2004-02-14,Cleopatra Borel,1979.0,Female,NR,Indoor,KUG,
18.36,TUR,Istanbul,TUR,2016-02-25,Emel Dereli,1996.0,Female,NR,Indoor,KUG,
21.06,UKR,Budapest,HUN,1984-02-08,Nunu Abashidze,1955.0,Female,NR,Indoor,KUG,
20.21,USA,Portland,USA,2016-03-19,Michelle Carter,1985.0,Female,NR,Indoor,KUG,
20.21,USA,Beograd,SRB,2022-03-18,Chase Jackson,1994.0,Female,NR,Indoor,KUG,
10.78,VIE,Hanoi,VIE,2009-10-31,Nguyen Thi Thu Cuc,1981.0,Female,NR,Indoor,KUG,
6:02.86,ALB,Rodengo Saiano,ITA,2014-08-29,Flutura Muca,1976.0,Female,NR,Outdoor,MEI,
4:20.79,ALG,Oslo,NOR,1991-07-06,Hassiba Boulmerka,1968.0,Female,NR,Outdoor,MEI,
5:15.0,AND,Andorra,AND,2001-08-07,Silvia Felipo,1967.0,Female,NR,Outdoor,MEI,
4:37.14,ARG,Mar del Plata,ARG,2021-05-15,Mariana Borelli,1992.0,Female,NR,Outdoor,MEI,
4:15.34,AUS,Monaco,MON,2023-07-21,Jessica Hull,1996.0,Female,NR,Outdoor,MEI,
4:24.37,AUT,Zürich,SUI,1996-08-14,Theresia Kiesl,1963.0,Female,NR,Outdoor,MEI,
4:40.19,AZE,Istanbul,TUR,2012-06-02,Layes Tsige,1991.0,Female,NR,Outdoor,MEI,
4:26.09,BEL,Zagreb,CRO,2022-09-11,Elise Vanderelst,1998.0,Female,NR,Outdoor,MEI,
4:30.86,BLR,Rovereto,ITA,2016-09-06,Daryia Barysevich,1990.0,Female,NR,Outdoor,MEI,
4:30.05,BRA,Bratislava,TCH,1988-06-09,Soraya Telles,1958.0,Female,NR,Outdoor,MEI,
4:17.75,BRN,Bruxelles,BEL,2007-09-14,Maryam Jamal,1984.0,Female,NR,Outdoor,MEI,
4:17.87,CAN,Monaco,MON,2019-07-12,Gabriela DeBues-Stafford,1995.0,Female,NR,Outdoor,MEI,
4:52.14,CGO,Philadelphia,USA,2005-04-30,Leontine Tsiba,1973.0,Female,NR,Outdoor,MEI,
4:42.65,CHA,Milano,ITA,2022-06-11,Hassanatte Fraida,1996.0,Female,NR,Outdoor,MEI,
4:43.70,CHI,Barcelona,ESP,1982-06-10,Alejandra Ramos,1958.0,Female,NR,Outdoor,MEI,
4:35.34,CHN,Linz,AUT,1998-07-05,Wang Qingfen,1973.0,Female,NR,Outdoor,MEI,
4:39.07,CMR,Nivelles,BEL,2002-08-16,Florence Djepe,1978.0,Female,NR,Outdoor,MEI,
4:54.14,COD,Atlanta,USA,2016-07-23,Francine Nzilampa,1982.0,Female,NR,Outdoor,MEI,
4:59.8,COL,Villavicencio,COL,1984-05-19,Fabiola Luz,,Female,NR,Outdoor,MEI,
5:08.7,CRC,San José3,CRC,2005-02-05,Gabriela Traña,1980.0,Female,NR,Outdoor,MEI,
4:53.80,CYP,Starkville,USA,2014-03-05,Meropi Panagiotou,1994.0,Female,NR,Outdoor,MEI,
4:21.54,CZE,London,GBR,2018-07-22,Simona Vrzalová,1988.0,Female,NR,Outdoor,MEI,
4:30.25,DEN,Köln,GER,1991-09-08,Gitte Karlshøj,1959.0,Female,NR,Outdoor,MEI,
6:12.14,EGY,Roma,ITA,2020-10-25,Manar El Hindawy,,Female,NR,Outdoor,MEI,
5:08.13,ESA,San Salvador,ESA,2009-02-22,Brenda Salmerón,1991.0,Female,NR,Outdoor,MEI,
4:21.13,ESP,Rieti,ITA,2008-09-07,Nuria Fernández,1976.0,Female,NR,Outdoor,MEI,
4:36.36,EST,Tallinn,EST,2017-08-18,Liina Tšernov,1987.0,Female,NR,Outdoor,MEI,
4:14.30,ETH,Rovereto,ITA,2016-09-06,Genzebe Dibaba,1991.0,Female,NR,Outdoor,MEI,
4:28.12,FIN,Stirling,GBR,2023-08-26,Sara Lappalainen,1991.0,Female,NR,Outdoor,MEI,
4:25.11,FRA,Heusden,BEL,2003-08-02,Latifa Essarokh,1973.0,Female,NR,Outdoor,MEI,
4:15.24,GBR,Monaco,MON,2023-07-21,Laura Muir,1993.0,Female,NR,Outdoor,MEI,
4:21.11,GER,Birmingham,GBR,2019-08-18,Konstanze Klosterhalfen,1997.0,Female,NR,Outdoor,MEI,
4:37.79,GHA,Atlanta,USA,2018-05-22,Agnes Abu,1992.0,Female,NR,Outdoor,MEI,
5:42.58,GRE,Roma,ITA,2020-10-25,Kalliopi Schistocheili,1982.0,Female,NR,Outdoor,MEI,
5:05.25,GUM,Boston,USA,2006-05-21,Sloan Siegrist,1980.0,Female,NR,Outdoor,MEI,
4:58.91,HKG,Hongkong,HKG,1994-12-09,Chan Man Yee,,Female,NR,Outdoor,MEI,
4:28.42,HUN,Hechtel,BEL,1999-08-07,Judit Varga,1976.0,Female,NR,Outdoor,MEI,
4:14.58,IRL,Monaco,MON,2023-07-21,Ciara Mageean,1992.0,Female,NR,Outdoor,MEI,
4:29.20,ISL,Hengelo,NED,2018-06-03,Aníta Hinriksdóttir,1996.0,Female,NR,Outdoor,MEI,
4:46.10,ISR,Tel Aviv,ISR,1980-05-08,Anat Meiri,1961.0,Female,NR,Outdoor,MEI,
4:23.29,ITA,Viareggio,ITA,1980-08-14,Gabriella Dorio,1957.0,Female,NR,Outdoor,MEI,
4:24.64,JAM,Zürich,SUI,1994-08-17,Yvonne Graham,1965.0,Female,NR,Outdoor,MEI,
4:46.23,JOR,Battersea,GBR,2017-07-21,Tamara Armoush,1992.0,Female,NR,Outdoor,MEI,
4:32.73,JPN,Tokyo,JPN,2023-04-22,Nozomi Tanaka,1999.0,Female,NR,Outdoor,MEI,
4:07.64,KEN,Monaco,MON,2023-07-21,Faith Kipyegon,1994.0,Female,NR,Outdoor,MEI,
5:24.06,KOS,Mitrovice,KOS,2017-08-06,Luljeta Zhegrova-Shala,1978.0,Female,NR,Outdoor,MEI,
5:21.84,LBA,Milano,ITA,2019-05-19,Najla Aqdeir Ali Salem,,Female,NR,Outdoor,MEI,
4:37.9,LIE,Auckland,NZL,1980-01-26,Helen Ritter,1957.0,Female,NR,Outdoor,MEI,
4:34.72,LTU,Falmouth,USA,2017-08-19,Natalija Piliušina,1990.0,Female,NR,Outdoor,MEI,
4:38.48,LUX,Diekirch,LUX,2020-08-22,Vera Hoffmann,1996.0,Female,NR,Outdoor,MEI,
4:18.42,MAR,Monaco,MON,2019-07-12,Rababe Arafi,1991.0,Female,NR,Outdoor,MEI,
4:36.09,MOZ,Eugene,USA,1991-06-21,Maria Mutola,1972.0,Female,NR,Outdoor,MEI,
4:48.50,MRI,New Delhi,IND,1989-01-08,Josiane Nairac-Boullé,1964.0,Female,NR,Outdoor,MEI,
4:25.01,NAM,Bruxelles,BEL,2007-09-14,Agnes Samaria,1972.0,Female,NR,Outdoor,MEI,
4:12.33,NED,Monaco,MON,2019-07-12,Sifan Hassan,1993.0,Female,NR,Outdoor,MEI,
4:26.23,NOR,Oslo,NOR,2016-06-09,Karoline Bjerkeli Grøvdal,1990.0,Female,NR,Outdoor,MEI,
4:30.50,NZL,Eugene,USA,1987-06-06,Christine Pfitzinger,1959.0,Female,NR,Outdoor,MEI,
4:45.86,PAN,Philadelphia,USA,2015-04-25,Rolanda Bell,1987.0,Female,NR,Outdoor,MEI,
5:08.39,PNG,Auckland,NZL,2007-03-24,Salome Dell,1983.0,Female,NR,Outdoor,MEI,
4:19.58,POL,London,GBR,2017-07-09,Angelika Cichocka,1988.0,Female,NR,Outdoor,MEI,
4:22.45,POR,Berlin,GER,2018-09-02,Marta Pen Freitas,1993.0,Female,NR,Outdoor,MEI,
4:42.45,PUR,Saint Louis,USA,2023-06-01,Aziza Ayoub,1998.0,Female,NR,Outdoor,MEI,
4:15.61,ROU,Nice,FRA,1989-07-10,Paula Ivan,1963.0,Female,NR,Outdoor,MEI,
4:23.38,RSA,Port Elizabeth,RSA,1991-04-03,Zola Pieterse,1966.0,Female,NR,Outdoor,MEI,
4:12.56,RUS,Zürich,SUI,1996-08-14,Svetlana Masterkova,1968.0,Female,NR,Outdoor,MEI,
5:22.1,SEY,Victoria,CAN,2007-03-17,Phylis Labonne,,Female,NR,Outdoor,MEI,
4:28.82,SLO,Zagreb,CRO,2022-09-11,Maruša Mišmaš-Zrimsek,1994.0,Female,NR,Outdoor,MEI,
5:16.5,SOL,Melbourne,AUS,2016-02-23,Sharon Firisua,1993.0,Female,NR,Outdoor,MEI,
4:31.52,SRB,Walnut,USA,2012-04-20,Marina Munćan,1982.0,Female,NR,Outdoor,MEI,
4:23.92,SUI,Bellinzona,SUI,1998-07-01,Anita Weyermann,1977.0,Female,NR,Outdoor,MEI,
4:30.45,SUR,Lausanne,SUI,1992-07-08,Letitia Vriesde,1964.0,Female,NR,Outdoor,MEI,
4:40.96,SVK,Bratislava,SVK,1991-06-04,Andrea Sollárova,1971.0,Female,NR,Outdoor,MEI,
4:23.07,SWE,Bruxelles,BEL,2015-09-11,Abeba Aregawi,1990.0,Female,NR,Outdoor,MEI,
4:41.01,TAN,Heusden,BEL,2002-07-20,Anna Ndege,1982.0,Female,NR,Outdoor,MEI,
4:22.52,TJK,Roma,ITA,1989-07-19,Svetlana Kitova,1960.0,Female,NR,Outdoor,MEI,
4:36.79,TTO,Dublin,IRL,2013-07-17,Pilar McShine,1987.0,Female,NR,Outdoor,MEI,
4:41.98,TUN,Villeneuve d'Ascq,FRA,2003-06-15,Abir Nakhli,1981.0,Female,NR,Outdoor,MEI,
4:31.28,TUR,Istanbul,TUR,2012-06-02,Esma Aydemir,1992.0,Female,NR,Outdoor,MEI,
4:18.65,UGA,Monaco,MON,2019-07-12,Winnie Nanyondo,1993.0,Female,NR,Outdoor,MEI,
4:25.32,UKR,Rieti,ITA,2008-09-07,Iryna Lishchynska,1976.0,Female,NR,Outdoor,MEI,
5:09.68,URU,Montevideo,URU,2004-09-05,Camila de Mello,1986.0,Female,NR,Outdoor,MEI,
4:16.35,USA,Monaco,MON,2023-07-21,Nikki Hiltz,1994.0,Female,NR,Outdoor,MEI,
4:22.5,UZB,Kyiv,URS,1981-06-15,Zamira Zaytseva,1953.0,Female,NR,Outdoor,MEI,
4:31.2,ZIM,Bulawayo,ZIM,2014-02-15,Thando Maphosa,,Female,NR,Outdoor,MEI,
4:19.03,AUS,New York,USA,2024-02-11,Jessica Hull,1996.0,Female,NR,Indoor,MEI,
4:34.53,AUT,Wien,AUT,2005-02-05,Susanne Pumper,1970.0,Female,NR,Indoor,MEI,
4:48.48,BDI,Iowa City,USA,2008-01-18,Diane Nukuri,1984.0,Female,NR,Indoor,MEI,
4:29.31,BEL,Ostrava,CZE,2024-01-30,Elise Vanderelst,1998.0,Female,NR,Indoor,MEI,
5:49.39,BIH,Vermillion,USA,2002-01-26,Dijana Kojic,1982.0,Female,NR,Indoor,MEI,
4:33.88,BLR,Liévin,FRA,2002-02-24,Alesia Turava,1979.0,Female,NR,Indoor,MEI,
4:24.71,BRN,Birmingham,GBR,2010-02-20,Maryam Jamal,1984.0,Female,NR,Indoor,MEI,
4:42.00,BUL,New York,USA,2005-02-05,Ioana Parusheva,1982.0,Female,NR,Indoor,MEI,
4:19.73,CAN,New York,USA,2020-02-08,Gabriela DeBues-Stafford,1995.0,Female,NR,Indoor,MEI,
4:52.96,CRO,Blacksburg,USA,2014-01-17,Katarina Smiljanec,1993.0,Female,NR,Indoor,MEI,
4:29.31,DEN,Ostrava,CZE,2024-01-30,Sofia Thøgersen,2005.0,Female,NR,Indoor,MEI,
4:23.88,ESP,New York,USA,2024-02-11,Marta Pérez,1993.0,Female,NR,Indoor,MEI,
4:13.31,ETH,Stockholm,SWE,2016-02-17,Genzebe Dibaba,1991.0,Female,NR,Indoor,MEI,
4:29.64,FIN,Liévin,FRA,2022-02-17,Sara Lappalainen,1991.0,Female,NR,Indoor,MEI,
4:29.02,FRA,Ostrava,CZE,2024-01-30,Agathe Guillemot,1999.0,Female,NR,Indoor,MEI,
4:17.88,GBR,New York,USA,2020-02-08,Jemma Reekie,1998.0,Female,NR,Indoor,MEI,
4:17.26,GER,New York,USA,2020-02-08,Konstanze Klosterhalfen,1997.0,Female,NR,Indoor,MEI,
4:55.75,GUY,Baton Rouge,USA,2008-02-01,Marian Burnett,1976.0,Female,NR,Indoor,MEI,
4:28.31,IRL,Boston,USA,2019-01-26,Ciara Mageean,1992.0,Female,NR,Indoor,MEI,
4:35.85,ISR,Boston,USA,2024-02-09,Adva Cohen,1996.0,Female,NR,Indoor,MEI,
4:24.54,ITA,New York,USA,2023-02-11,Sintayehu Vissa,1996.0,Female,NR,Indoor,MEI,
4:30.17,JAM,Toruń,POL,2023-02-08,Adelle Tracey,1993.0,Female,NR,Indoor,MEI,
4:32.67,LTU,Boston,USA,2018-01-26,Natalija Piliušina,1990.0,Female,NR,Indoor,MEI,
4:19.89,NED,New York,USA,2017-02-11,Sifan Hassan,1993.0,Female,NR,Indoor,MEI,
4:28.49,NOR,Birmingham,GBR,2010-02-20,Ingvill Måkestad Bovim,1981.0,Female,NR,Indoor,MEI,
4:24.14,NZL,Boston,USA,2008-02-08,Kim Smith,1981.0,Female,NR,Indoor,MEI,
4:38.86,PAN,New York,USA,2017-01-21,Rolanda Bell,1987.0,Female,NR,Indoor,MEI,
4:24.44,POL,Stuttgart,GER,2000-02-06,Lidia Chojecka,1977.0,Female,NR,Indoor,MEI,
4:23.00,POR,Liévin,FRA,2002-02-24,Carla Sacramento,1971.0,Female,NR,Indoor,MEI,
4:38.44,PUR,Boston,USA,2023-02-10,Alondra Negrón,1998.0,Female,NR,Indoor,MEI,
4:17.14,ROU,East Rutherford,USA,1990-02-09,Doina Melinte,1956.0,Female,NR,Indoor,MEI,
4:29.35,SLO,Liévin,FRA,2002-02-24,Helena Javornik,1966.0,Female,NR,Indoor,MEI,
4:31.84,SRB,New York,USA,2011-01-22,Marina Munćan,1982.0,Female,NR,Indoor,MEI,
4:41.56,SVK,Los Angeles,USA,1993-02-25,Andrea Sollárova,1971.0,Female,NR,Indoor,MEI,
4:23.68,SWE,New York,USA,2024-02-11,Yolanda Ngarambe,1991.0,Female,NR,Indoor,MEI,
4:30.01,TAN,Gent,BEL,2009-02-08,Zakya Mrisho Mohamed,1984.0,Female,NR,Indoor,MEI,
4:36.87,TTO,College Station,USA,2009-03-14,Pilar McShine,1987.0,Female,NR,Indoor,MEI,
4:29.40,UGA,Birmingham,GBR,2019-02-16,Winnie Nanyondo,1993.0,Female,NR,Indoor,MEI,
4:33.07,UKR,Liévin,FRA,1998-02-22,Tatyana Belovol,1969.0,Female,NR,Indoor,MEI,
4:38.5,USA,UNKNOWN,???,1972-03-17,Debbie Heald,1955.0,Female,NR,Indoor,MEI,
4:42.24,VEN,Lincoln,USA,2002-02-23,Valentina Medina,1981.0,Female,NR,Indoor,MEI,
6:17.34,ALB,Chorzów,POL,2023-06-20,Luiza Gega,1988.0,Female,NR,Outdoor,2K0,
5:37.71,AUS,Ostrava,CZE,2003-06-12,Benita Willis,1979.0,Female,NR,Outdoor,2K0,
6:01.35,AUT,Wien,AUT,2016-05-10,Jennifer Wenth,1991.0,Female,NR,Outdoor,2K0,
5:21.56,BDI,Zagreb,CRO,2021-09-14,Francine Niyonsaba,1993.0,Female,NR,Outdoor,2K0,
5:42.15,BEL,Heusden,BEL,2001-07-14,Veerle Dejaeghere,1973.0,Female,NR,Outdoor,2K0,
5:29.64,BLR,Moskva,URS,1984-08-04,Tetyana Pozdnyakova,1956.0,Female,NR,Outdoor,2K0,
5:35.83,BUL,Sofia,BUL,2004-07-08,Daniela Yordanova,1976.0,Female,NR,Outdoor,2K0,
7:51.9,BUR,Marostica,ITA,2012-05-12,Fatimata Nonni,,Female,NR,Outdoor,2K0,
7:18.50,CIV,Chiari,ITA,2014-04-05,Mariam Dosso,,Female,NR,Outdoor,2K0,
6:17.0,COD,Seoul,KOR,1988-09-23,Diba Dikanda,,Female,NR,Outdoor,2K0,
6:09.56,CRO,Chorzów,POL,2023-06-20,Bojana Bjeljac,1989.0,Female,NR,Outdoor,2K0,
7:07.43,CYP,Chorzów,POL,2023-06-20,Elene Ioannou,1984.0,Female,NR,Outdoor,2K0,
5:36.06,CZE,Zagreb,CRO,2021-09-14,Kristiina Sasínek Mäki,1991.0,Female,NR,Outdoor,2K0,
5:43.7,DEN,Søllerød,DEN,1991-09-18,Gitte Karlshøj,1959.0,Female,NR,Outdoor,2K0,
5:58.87,ERI,Eugene,USA,2022-07-20,Rahel Daniel,2001.0,Female,NR,Outdoor,2K0,
5:41.30,ESP,Olot,ESP,2020-07-21,Esther Guerrero,1990.0,Female,NR,Outdoor,2K0,
5:56.8,EST,Tallinn,URS,1988-09-07,Sirje Eichelmann,1955.0,Female,NR,Outdoor,2K0,
5:25.86,ETH,Zagreb,CRO,2021-09-14,Freweyni Hailu,2001.0,Female,NR,Outdoor,2K0,
6:54.0,FIJ,Suva,FIJ,1995-07-07,Salome Tabuatalei,,Female,NR,Outdoor,2K0,
5:39.00,FRA,London,GBR,1986-07-11,Annette Sergent,1962.0,Female,NR,Outdoor,2K0,
5:26.93,GBR,Edinburgh,GBR,1994-07-08,Yvonne Murray,1964.0,Female,NR,Outdoor,2K0,
7:56.91,GEO,Chorzów,POL,2023-06-20,Asia Charukhchian,2006.0,Female,NR,Outdoor,2K0,
5:34.53,GER,Trier,GER,2021-09-17,Konstanze Klosterhalfen,1997.0,Female,NR,Outdoor,2K0,
7:51.2,GHA,Palermo,ITA,2005-04-09,Sabine Sobo Blay,1990.0,Female,NR,Outdoor,2K0,
6:20.21,GRE,Chorzów,POL,2023-06-25,Maria Kássou,2003.0,Female,NR,Outdoor,2K0,
5:49.73,HUN,Berlin,GER,1991-06-23,Zita Ágoston,1965.0,Female,NR,Outdoor,2K0,
5:25.36,IRL,Edinburgh,GBR,1994-07-08,Sonia O'Sullivan,1969.0,Female,NR,Outdoor,2K0,
6:17.50,ISL,Greve,DEN,1992-07-16,Frída Rún þÓrðardóttir,1970.0,Female,NR,Outdoor,2K0,
5:52.3,ISR,Tel Aviv,ISR,2019-02-02,Lonah Chemtai Salpeter,1988.0,Female,NR,Outdoor,2K0,
5:32.83,ITA,Torino,ITA,1996-09-14,Roberta Brunet,1965.0,Female,NR,Outdoor,2K0,
5:47.17,JPN,Marseille,FRA,2016-09-13,Tomoka Kimura,1994.0,Female,NR,Outdoor,2K0,
5:29.70,KEN,Doha,QAT,2020-09-25,Hellen Obiri,1989.0,Female,NR,Outdoor,2K0,
6:34.48,KOS,Mitrovice,KOS,2020-06-28,Greza Bakraqi,1995.0,Female,NR,Outdoor,2K0,
5:54.07,LAT,Budapest,HUN,2023-08-23,Agate Caune,2004.0,Female,NR,Outdoor,2K0,
5:37.55,MAR,Bruxelles,BEL,1999-09-03,Zahra Ouaziz,1969.0,Female,NR,Outdoor,2K0,
6:16.2,MAW,Beijing,CHN,2008-08-19,Lucia Chandamale,1988.0,Female,NR,Outdoor,2K0,
6:29.17,MNE,Berane,MNE,2019-07-31,Sladjana Perunović,1984.0,Female,NR,Outdoor,2K0,
6:03.84,MOZ,London,GBR,1992-07-10,Maria Mutola,1972.0,Female,NR,Outdoor,2K0,
6:25.5,MRI,Réduit,MRI,1992-03-26,Corinne Saramandif,,Female,NR,Outdoor,2K0,
5:38.37,NED,Amsterdam,NED,2013-08-31,Susan Krumins,1986.0,Female,NR,Outdoor,2K0,
6:55.24,NGR,Latina,ITA,2019-03-31,Vittoria Osawaru,,Female,NR,Outdoor,2K0,
5:41.04,NOR,Florø,NOR,2018-06-02,Karoline Bjerkeli Grøvdal,1990.0,Female,NR,Outdoor,2K0,
5:44.67,NZL,London,GBR,1986-11-07,Anne Hare,1964.0,Female,NR,Outdoor,2K0,
6:42.9,PNG,Victoria,CAN,1994-08-19,Rosemary Turare,1964.0,Female,NR,Outdoor,2K0,
5:38.44,POL,Bruxelles,BEL,2009-09-04,Lidia Chojecka,1977.0,Female,NR,Outdoor,2K0,
5:37.88,POR,Lisboa,POR,1996-06-21,Fernanda Ribeiro,1969.0,Female,NR,Outdoor,2K0,
5:28.69,ROU,London,GBR,1986-07-11,Maricica Puica,1950.0,Female,NR,Outdoor,2K0,
5:38.07,RSA,Cap-Haïtien,HAI,1991-08-04,Zola Pieterse,1966.0,Female,NR,Outdoor,2K0,
5:28.72,RUS,Moskva,URS,1984-08-04,Tatyana Kazankina,1951.0,Female,NR,Outdoor,2K0,
6:47.4,SEY,Victoria,CAN,2007-03-17,Simone Jaffa,,Female,NR,Outdoor,2K0,
5:40.91,SLO,Zagreb,CRO,2021-09-14,Klara Lukan,2000.0,Female,NR,Outdoor,2K0,
7:41.30,SMR,Serravalle,SMR,2012-04-21,Monica Randi,1967.0,Female,NR,Outdoor,2K0,
5:55.62,SRB,Ostrava,CZE,2014-06-17,Amela Ljajić,1993.0,Female,NR,Outdoor,2K0,
6:26.4,STP,Beijing,CHN,2008-08-19,Celma Bonfim Soares,,Female,NR,Outdoor,2K0,
5:35.59,SUI,London,GBR,1986-07-11,Cornelia Bürki,1953.0,Female,NR,Outdoor,2K0,
5:53.28,SVK,Bratislava,SVK,1992-06-01,Andrea Sollárova,1971.0,Female,NR,Outdoor,2K0,
5:47.17,SWE,Zagreb,CRO,2021-09-14,Meraf Bahta,1989.0,Female,NR,Outdoor,2K0,
6:20.54,TUN,Tunis,TUN,2002-04-14,Habiba Ghribi,,Female,NR,Outdoor,2K0,
5:33.83,TUR,Istanbul,TUR,2003-06-07,Elvan Abeylegesse,1982.0,Female,NR,Outdoor,2K0,
5:58.87,UGA,Eugene,USA,2022-07-20,Esther Chebet,1997.0,Female,NR,Outdoor,2K0,
5:37.55,UZB,London,GBR,1984-08-04,Zamira Zaytseva,1953.0,Female,NR,Outdoor,2K0,
5:51.78,CZE,Karlsruhe,GER,1992-01-30,Ivana Walterová,1962.0,Female,NR,Indoor,2K0,
5:43.33,ESP,Boston,USA,2024-02-04,Marta García,1998.0,Female,NR,Indoor,2K0,
6:02.4,EST,Tallinn,URS,1983-02-11,Ille Kukk,1957.0,Female,NR,Indoor,2K0,
5:23.75,ETH,Sabadell,ESP,2017-02-07,Genzebe Dibaba,1991.0,Female,NR,Indoor,2K0,
5:50.26,FIN,Leipzig,GER,2005-02-06,Johanna Lehtinen,1979.0,Female,NR,Indoor,2K0,
